customerid,value
1567865641,15
94956498,15
1203737060,15
230035361,15
1621207811,15
230430381,15
1480334320,15
232665281,15
1196592211,15
235941790,15
23989311715,15
531341266,15
32861925415,15
435855697,15
40800259815,15
679051861,15
38728390905,15
944044076,15
35526385415,15
864647361,15
29158412402,15
413311091,15
34242641705,15
739447336,15
32816476702,15
1022963796,15
25797979815,15
410715311,15
34344974915,15
995702220,15
25887429915,15
766286806,15
44633122505,15
890914940,15
24809421205,15
469432890,15
37767739915,15
829014801,15
38684530102,15
608183761,15
47620074702,15
448351246,15
45351537502,15
918375371,15
28486711202,15
433554001,15
28633049202,15
729727321,15
53537494902,15
718011450,15
47886169205,15
820187386,15
41477407005,15
503981390,15
32819570902,15
681091220,15
23391707505,15
573625266,15
48027458902,15
546010271,15
28040874615,15
531939830,15
48748504802,15
453384260,15
34722514905,15
795722336,15
78248976802,15
673537281,15
83358704502,15
1132200646,15
91544160902,15
913843010,15
91603240402,15
522815670,15
91599713202,15
399309530,15
91175741702,15
624452051,15
87444737302,15
786077070,15
91599383502,15
939370280,15
64661165802,15
664691140,15
58558138102,15
707332410,15
79110522102,15
1040614990,15
73838781902,15
1086348010,15
91597237002,15
709045960,15
87061539802,15
408711391,15
73975258402,15
778899971,15
89188089002,15
739025441,15
90652263702,15
481467841,15
62965441802,15
756987650,15
77452597502,15
910205181,15
1013500440,15
492732791,15
800059980,15
979667950,15
369535350,15
1014594776,15
652896900,15
688612651,15
746534271,15
1042432380,15
1048324796,15
669604556,15
733939066,15
50236155302,14
452807267,14
38108717815,14
426298781,14
29145054002,14
737340396,14
40388556005,14
1056581030,14
24309273705,14
794210340,14
41854973705,14
585804950,14
38828844315,14
581968370,14
27476711402,14
432121021,14
38715033812,14
373497141,14
41185313205,14
516444351,14
55998945602,14
1041691140,14
36706968715,14
985481966,14
37669448615,14
650287841,14
54284499802,14
866063290,14
56671489302,14
542078151,14
24753861012,14
456105557,14
32098042215,14
1491095120,14
41714317305,14
1329277561,14
28049414415,14
1345636841,14
41714589205,14
1157693336,14
40050164505,14
1164790766,14
2065802991,14
1144288551,14
6448998915,14
1602073191,14
7554932015,14
1271666491,14
7240150505,14
1236941021,14
7910362315,14
8840886705,14
91605518802,14
15367779215,14
90371075602,14
11943569005,14
91109547402,14
21929474305,14
79359735502,14
17773130205,14
91249592102,14
11068221725,14
85404172502,14
57788568,14
80042698802,14
339245081,14
82399823002,14
341859170,14
77250072502,14
150930550,14
88636107502,14
240327046,14
91498004702,14
106135677,14
90574316002,14
268540101,13
79251702102,13
284022250,13
84994588002,13
332172037,13
89095483902,13
187515697,13
86063954402,13
191703990,13
71870703602,13
193037296,13
78414116702,13
209804501,13
91566182202,13
234467617,13
58190811602,13
1374468440,13
77317211402,13
1179874896,13
78763438002,13
1570523471,13
77573673602,13
1162875850,13
90926600402,13
1564614070,13
70178428002,13
1174618121,13
91182715602,13
926209676,13
30659225815,13
714946416,13
32486485815,13
796668821,13
43486236615,13
815830536,13
50688114202,13
712970140,13
38572824915,13
601114830,13
38048183915,13
656312486,13
50876738002,13
1073632521,13
52874772202,13
759589730,13
29098518102,13
522270811,13
29840423902,13
622941980,13
38553028405,13
502481336,13
44023360105,13
411831520,13
56638354802,13
698968181,13
51786879702,13
445703436,13
37622952715,13
17309703302,13
53210103402,13
22467543015,13
51470692602,13
22958622205,13
39770510702,13
11788859902,13
42357427202,13
13437706015,13
40301384105,13
9962103002,13
37169195105,13
17657431205,13
37322981515,13
23338618415,13
27498691215,13
23338352415,13
48604204102,13
13010139505,13
27083303915,13
17104122005,13
25859339905,13
13000241605,13
41896125202,13
12780668915,13
44898030615,13
12594496905,13
24104579305,13
18211257205,13
44593693202,13
12745252505,13
6792489305,13
12140921715,13
5792989702,13
6869044815,13
1779241141,13
6496055415,13
2001629680,13
21351432905,12
2083318010,12
8887592015,12
2865577002,12
12795441805,12
6673641715,12
19842333405,12
2038811090,12
17154374005,12
8451405205,12
21533142815,12
1980944171,12
22294018215,12
2026896471,12
10285400115,12
1973572811,12
21646191115,12
1711098360,12
12776197615,12
2049065691,12
18080013215,12
2019762991,12
9849664705,12
6503219015,12
12297804115,12
1856421721,12
9726636102,12
1947896560,12
13191404115,12
1698090171,12
9536101915,12
7997521815,12
20322629805,12
1767483850,12
9695588005,12
7648940615,12
14554715015,12
7551518515,12
18136432405,12
1940977941,12
20581485005,12
1804988170,12
9375220915,12
2009468411,12
11004242502,12
8262798405,12
18312367402,12
1716649240,12
17724369702,12
8200386705,12
18334420515,12
1865433791,12
18341982705,12
1733933171,12
13413138905,12
7480283805,12
11503232102,12
1715875710,12
20694271415,12
5052575702,12
20705950515,12
2056756631,12
13440575925,12
2095146860,12
15854041115,12
2022126381,12
9290283715,12
1929076351,12
13097819125,12
6598589405,12
13878079502,12
1872600501,12
13871080815,12
1777229141,12
14626867115,12
1746680471,12
9528977615,12
1684964651,12
9009940705,12
1934673480,12
20883739105,12
2067652380,12
16360445405,12
8408848605,12
20094137415,12
7840155605,12
17478358015,12
2074381491,12
16664096902,12
1797638781,12
13037336705,12
1864012691,12
11991569205,12
7346764205,12
11409841615,12
7120834005,12
11136397902,12
2090529601,12
21409677015,12
1725073370,12
19055605102,12
1726238511,12
16627644515,12
1889998200,12
10237526715,12
1922439751,12
12656949215,12
2021155320,12
9834870205,12
1899988161,12
11624226402,12
7975827515,12
19196909102,12
1956788611,12
17063561705,12
2008251660,12
10363302205,12
1911649620,12
10111111015,12
2003386771,12
14698164505,12
1727461360,12
15415024905,12
7462536315,12
11671706915,12
1776008851,12
22689140202,12
2004065160,12
12427296915,12
7333708805,12
11919206915,12
7368753205,12
22126025805,12
1699495290,12
9433805805,12
1861419231,12
22643538615,12
8361669815,12
17202847905,12
91501298702,12
15659900205,12
82114182802,12
16471764602,12
91603195702,12
53886065,12
63864835202,12
108910111,12
91520590102,12
252882581,12
66729775102,12
253101610,12
91598794202,12
18424646,12
67297000202,12
53983735,12
88520174302,12
53968475,12
89313616002,12
111706506,12
90816011902,12
115283321,12
89996043602,12
266370470,12
80868080502,12
267752160,12
91588615902,12
267415070,12
61992921202,12
269113910,12
91596790002,12
276654471,12
63299805502,12
278208681,12
91585185002,12
55066259,12
59112353902,12
280140841,12
91601615502,12
122525130,12
76197821202,12
284486847,12
73404738202,12
6699063,12
78238441202,12
20565901,12
81442648102,12
56215151,12
67091792602,12
287345347,12
84778007102,12
289714981,12
83783292602,12
124612286,12
75911547602,12
294465866,12
61372664402,12
297914320,12
61835517402,12
301505396,12
61684479402,12
130167271,12
89716939502,12
58742182,12
65436486302,12
309472946,12
85250803602,12
23918870,12
91598005802,12
312816617,12
78642706502,12
137388407,12
83239146702,12
317472171,12
82169172602,12
320640797,12
72456117002,12
326127321,12
80210130102,12
329720307,12
57751142902,12
27017318,12
1163740556,12
334415130,12
1239083530,12
335398011,12
1493696880,12
345627491,12
1666060351,12
65236042,12
1190534431,12
346566936,12
1558718711,12
151667150,12
1229513151,12
153867281,12
1510008241,12
158466566,12
1229308130,12
359427987,12
1627061051,12
360249812,12
1204752886,12
68750137,12
1624648591,12
159528216,12
1278857980,12
68805401,12
1302781940,12
164937711,12
1163538351,12
28847670,12
1601259641,12
166122540,12
1228445581,12
167809567,12
1592265131,12
169197286,12
1605381021,12
169831637,12
1175975776,12
74130694,12
1220108060,12
180643321,12
1258693391,12
183330066,12
1402482631,12
184751501,12
1336525071,12
185392481,12
1311725331,12
38606461,12
1516525941,12
189106240,12
1280413660,12
189871150,12
1391420230,12
43057011,12
1207328932,12
83884626,12
1417155701,12
192845141,12
1417005841,12
1916051,12
1416922171,12
205584230,12
1405330561,12
13165770,12
1367845930,12
12815610,12
1579120410,12
50865508,12
1289715091,12
50760106,12
1276425170,12
94770730,12
1674926641,12
213059377,12
1169314550,12
51294279,12
1147617876,12
215707521,12
1572111141,12
96346766,12
1173969311,12
52123991,12
1648700500,12
222403117,12
1269067980,12
224791176,12
1393859031,12
225125550,12
1413799041,12
225837786,12
1136279050,12
226478500,12
1563942730,12
100026468,12
1222601351,12
100053791,12
1645815720,12
228527320,12
1412404311,12
229255191,12
1394384941,12
14559131,12
1336715481,12
101729397,12
1294286210,12
241514920,12
1380629351,12
242517830,12
1564468831,12
246475187,12
1276940140,12
40280117315,12
1168486261,12
24397450305,12
1552559871,12
27987951715,12
1411512290,12
37954783515,12
1335273120,12
31893851002,12
1197930851,12
34087972615,12
1556634110,12
23838405205,12
1210259581,12
35426386515,12
1603009161,12
33307583805,12
1630958180,12
31616542915,12
1195479751,12
55930603302,12
1163866511,12
27714857115,12
1476689301,12
39915056605,12
1198529710,12
30441119215,12
1262089751,12
28305217305,12
1361415431,12
32627804605,12
557151436,12
53901581502,12
1018618401,12
33660807802,12
566813251,12
26375013202,12
408306466,12
38365498302,12
1010745710,12
42598569702,12
673485906,12
27284894415,12
754978780,12
38680901902,12
590092780,12
41742492005,12
664928431,12
41736261805,12
848162731,12
55256633702,12
1132290001,12
35016376705,12
452203786,12
24040589005,12
1049402881,12
29852446805,12
965272470,12
49954138402,12
1049147856,12
24318700805,12
388657501,12
45370234615,12
601770480,12
27175130705,12
872248540,12
39083305702,12
707851516,12
41162289505,12
621427736,12
43475003602,12
533342430,12
51186272605,12
994058246,12
50747900105,12
708225491,12
26001361105,12
716996130,12
39659183005,12
757686446,12
47117860205,12
782748170,12
32172340402,12
446314657,12
24362413815,12
389660787,12
33535141005,12
1048025501,12
23375515115,12
938456310,12
36988979505,12
843815806,12
35711435005,12
566173841,12
41931346902,12
791795726,12
35529135705,12
1049737120,12
48519605202,12
1085059730,12
28766966202,12
679061106,12
41523164515,12
772458340,12
33897808702,12
1109153100,12
33823584915,12
638306346,12
26238615602,12
956443431,12
37070094702,12
420721981,12
44131830502,12
432073720,12
27560652005,12
959315751,12
36955480802,12
958632906,12
44215298302,12
672359621,12
41820441502,12
846420270,12
33080855615,12
507008227,12
24979474705,12
866228416,12
27961965202,12
1070615430,12
33831664705,12
821253171,12
53139697402,12
1109174140,12
30288289702,12
893869401,12
26883403915,12
796279501,12
50251297605,12
848424040,12
25403193205,12
1046147636,12
44488196905,12
956426510,12
35350219215,12
961845870,12
40986625915,12
886883411,12
45601511202,12
1126487091,12
35455737505,12
1057601410,12
47391361815,12
974454400,12
38652499602,12
497120890,12
34491254705,12
1003460091,12
24063406702,12
773023881,12
25733437305,12
840417970,12
24201995115,12
805916430,12
27494080315,12
779047100,12
36339992315,12
942133441,12
855073620,12
810655026,12
513858951,12
648734671,12
617789421,12
565897970,12
674149010,12
912964581,12
1034848910,12
1117003986,12
460012390,12
840091586,12
566629570,12
737675101,12
431776420,12
378314137,12
1012329270,12
615041101,12
521563606,12
672087301,12
1055162960,12
716411776,12
697335330,12
767322981,12
800362941,12
835119151,12
656820331,12
463631790,12
685072350,12
599200911,12
986116796,12
989639991,12
716039770,12
889406851,12
846880351,12
954789376,12
467784457,12
638505856,12
366232387,12
995679246,12
765979606,12
1039979890,12
766392346,12
499290976,12
561309861,12
637917521,12
870018926,12
384229851,12
635732603,12
777168990,12
469852546,12
691886551,12
627682986,12
712965581,12
723889970,12
857968561,12
846523646,12
1117859531,12
612632091,12
1099710771,12
610776081,12
1089102501,12
1040842410,12
423901121,12
362933521,12
564775540,12
551509636,12
548018116,12
487091420,12
750857351,12
621821560,12
649402356,12
954344030,12
750835400,12
879083171,12
875240410,12
847475386,12
906395330,12
490148950,12
370522641,12
468442947,12
602564506,12
651778290,12
897640621,12
457016751,12
455474606,12
928694250,12
897839111,12
645698350,12
1126472036,12
1109943751,12
432374260,12
1025897901,12
901356671,12
991379111,12
594427720,12
998965116,12
972059820,12
973207886,12
991001921,12
1038245671,12
617985976,12
458750897,12
677699800,12
872066596,12
1060263561,12
964859921,12
693587846,12
1103588620,12
588737340,12
989279511,12
455451150,12
375598380,12
401936342,12
670289156,12
1149539721,11
457636900,11
1321604001,11
892778106,11
1178229390,11
529452371,11
1327399070,11
1040399496,11
1299484291,11
787497916,11
1432976400,11
791169700,11
1544973891,11
695561781,11
1570201831,11
1100047380,11
1210816991,11
415238026,11
1566544540,11
507386151,11
1228574701,11
896739296,11
1586329551,11
375662417,11
1664056731,11
433292277,11
1572577941,11
529162430,11
90927812002,11
715679936,11
89698548002,11
1092523110,11
59941173102,11
531850101,11
61116388002,11
665934211,11
87602590002,11
816662281,11
91516084402,11
527806120,11
56985066402,11
870908806,11
85596163902,11
1064545466,11
67409219202,11
794351972,11
91058843102,11
907064976,11
82055189002,11
486712027,11
66068919502,11
802250511,11
90028230502,11
428908681,11
86088954702,11
1061129580,11
86639526102,11
629353331,11
76880467602,11
637075311,11
89226651602,11
804235271,11
90891292402,11
836525700,11
91601114102,11
563705931,11
77663192002,11
379142610,11
86169467202,11
492304530,11
91604013002,11
710698496,11
58759245102,11
668017830,11
76321315602,11
1098401476,11
76022267502,11
781502806,11
89158401702,11
543655642,11
76009943502,11
961650161,11
91275524802,11
1068381901,11
84604474202,11
844529771,11
90688847502,11
1843455581,11
87217623602,11
2021521661,11
65557468402,11
1826548541,11
81810373702,11
1847432410,11
91581558902,11
2061477831,11
91313365102,11
8311673405,11
89045098702,11
1852062681,11
91525078702,11
1901057600,11
76284841602,11
1778529411,11
91587040102,11
1846538621,11
91608687202,11
8037326625,11
90087640302,11
6644450515,11
15384687215,11
1797589920,11
9247805215,11
1767456561,11
12753363405,11
51792279305,11
21118935205,11
24297693605,11
13141799705,11
37355808705,11
10218471905,11
27545929002,11
17789617002,11
43548441512,11
17952915605,11
38268175315,11
11334244715,11
48796777402,11
10247942925,11
39442957602,11
11067475905,11
41686925405,11
17623890315,11
27836280015,11
22680473602,11
36259481805,11
12130141615,11
30405839215,11
15441270405,11
43211491505,11
16753092402,11
44748572705,11
16644856605,11
48820549702,11
9115272305,11
36826853605,11
250709867,11
41396675002,11
110322757,11
35682382415,11
116482820,11
40911307502,11
302844846,11
54939510002,11
132157810,11
37254971312,11
58677012,11
29856765915,11
61243710,11
40846708405,11
335579120,11
38047741215,11
338725837,11
41715182405,11
358702096,11
29853071915,11
157047201,11
36336736615,11
361395730,11
27144967015,11
157032926,11
30919934015,11
29156586,11
30835744402,11
29260070,11
45204734702,11
170144947,11
42933857315,11
11065837,11
40535547802,11
11821374,11
27907920705,11
6085059,11
29963388912,11
53534157,11
31901696102,11
40877068902,11
43982908305,11
26384622802,11
43936712515,11
45021542015,11
37107222805,11
35417104502,11
25567894415,11
26051566015,11
33995996805,11
25359951705,11
33086213715,11
38801545205,11
9225658305,10
44991475102,10
11403608515,10
25852987305,10
22340134515,10
35851875002,10
9363318405,10
54978439902,10
19763201915,10
33826872605,10
23164261015,10
33644713505,10
10879471015,10
25021248605,10
16124536105,10
34366512102,10
9940025315,10
55940259902,10
23249963705,10
49048159302,10
18468024805,10
35979154015,10
14265229105,10
36756433512,10
15585710105,10
27329748905,10
22357470715,10
53039649802,10
16693903102,10
45342896302,10
10015739315,10
31642681915,10
21973588802,10
46627646705,10
19603766905,10
53544475102,10
17913012415,10
41484271805,10
11801314205,10
29102972915,10
9728446705,10
41659156202,10
13109784105,10
38917942015,10
14547775605,10
27083053015,10
15317760815,10
27382165515,10
9280311315,10
33925623515,10
11861645915,10
37763305815,10
10549555415,10
24051006402,10
15639737905,10
49906083205,10
15735535015,10
29684276802,10
19040682605,10
25845077205,10
12952907105,10
29676036115,10
14485655605,10
36517714515,10
15592500515,10
38278106615,10
12267027715,10
25412528805,10
9175134402,10
37635924805,10
16671937315,10
35874969915,10
91559292902,10
47183386815,10
77241646602,10
40925649715,10
91561759802,10
25388806605,10
80203562302,10
38015842905,10
91570443102,10
33705755902,10
91610071902,10
24929884905,10
80205765902,10
38460828402,10
91602987402,10
33479600902,10
86656724702,10
41146069015,10
66187647702,10
35616264605,10
60851353502,10
46686191005,10
91533425502,10
30657080915,10
84749991202,10
40836429802,10
66948407402,10
41072007102,10
90683811402,10
47452822705,10
79572286202,10
41079052402,10
89079561202,10
26788656515,10
78969366602,10
36116383405,10
91601200202,10
40750592502,10
91546553402,10
41714595305,10
87653023902,10
41475614205,10
91595467302,10
28217154815,10
89416759602,10
44559095102,10
91600578602,10
54362454502,10
78637773202,10
53146687202,10
87568825402,10
42332042105,10
91511713902,10
44513111102,10
89798502402,10
39370550305,10
91607327902,10
1137438200,10
88389318002,10
1165980480,10
79950316302,10
1340362411,10
88938832002,10
1555510671,10
83937533002,10
1279612330,10
90911111102,10
1372729491,10
76479193502,10
1611971371,10
91597446602,10
1391500221,10
59029604402,10
1419237230,10
63508360802,10
1670716570,10
91605013802,10
1180689701,10
72813645202,10
1201258766,10
91603362002,10
1186466921,10
71770058502,10
1349917781,10
89836374002,10
1640134981,10
62552267102,10
1158452990,10
77230261302,10
1177152390,10
87261888002,10
1251090540,10
91587156402,10
1218005901,10
83061560802,10
1390822701,10
88179312402,10
1600620111,10
81196546402,10
1159826431,10
60633556902,10
1446217471,10
796932276,10
1379661251,10
858054870,10
1221874810,10
417184971,10
1355274680,10
891422970,10
1378660811,10
462900241,10
1438817521,10
703067913,10
1324417280,10
732860720,10
1183991680,10
937303381,10
1652380961,10
717786556,10
249902270,10
644619850,10
53852039,10
1081840890,10
261791366,10
1118190851,10
19085542,10
813930010,10
56197899,10
632170881,10
291378031,10
376898936,10
301332137,10
399185370,10
300974650,10
751638641,10
129203756,10
1006772521,10
131516137,10
768404840,10
7954177,10
490801096,10
1574799,10
1011800276,10
325255601,10
825907246,10
329489776,10
965301276,10
145117180,10
851626650,10
63303084,10
1059312940,10
148945780,10
1063318821,10
66657936,10
514162001,10
26521146,10
941126546,10
353536136,10
1075892320,10
26781758,10
892362921,10
67657784,10
439404461,10
68996014,10
830378086,10
71460480,10
411315236,10
166558510,10
1031188621,10
73968218,10
1073783480,10
174337397,10
841066156,10
31724774,10
455565131,10
177352140,10
610431636,10
79781320,10
455761916,10
188840831,10
