customerid,value
customer-2049065691,12
customer-1173969311,12
customer-573625266,12
customer-276654471,12
customer-31616542915,12
customer-565897970,12
customer-928696910,11
customer-170144947,11
customer-1042432380,11
customer-513527037,11
customer-41742492005,11
customer-1566544540,11
customer-6792489305,11
customer-53534157,11
customer-25468351902,11
customer-38047741215,11
customer-38268175315,11
customer-375662417,11
customer-67409219202,11
customer-91516084402,11
customer-30919934015,11
customer-59941173102,11
customer-61116388002,11
customer-44748572705,11
customer-791169700,11
customer-1049313871,10
customer-38015842905,10
customer-31724774,10
customer-45342896302,10
customer-821260476,10
customer-23989311715,10
customer-41715182405,10
customer-23249963705,10
customer-17913012415,10
customer-42357427202,10
customer-28021317615,10
customer-53852039,10
customer-805916430,10
customer-23164261015,10
customer-54362454502,10
customer-8306116315,10
customer-31571898615,10
customer-455565131,10
customer-417184971,10
customer-1178300411,10
customer-51774137302,10
customer-82112231002,10
customer-91275524802,10
customer-89045098702,10
customer-977979870,10
customer-215687041,10
customer-1159826431,10
customer-62120676802,9
customer-36446677105,9
customer-36196433005,9
customer-19023090605,9
customer-43979468102,9
customer-9223372034571770000,9
customer-1115454220,9
customer-18684280705,9
customer-1899307761,9
customer-8453306505,9
customer-18543696015,9
customer-18485893405,9
customer-486363851,9
customer-34546006205,9
customer-34491254705,9
customer-1146728236,9
customer-33535141005,9
customer-194480297,9
customer-33307583805,9
customer-1173715251,9
customer-10878140235,9
customer-1174108761,9
customer-8825458705,9
customer-308846937,9
customer-1198083171,9
customer-1210816991,9
customer-29164062015,9
customer-221309756,9
customer-28305217305,9
customer-223012067,9
customer-1966776851,9
customer-1284792091,9
customer-2021399730,9
customer-13488030805,9
customer-2022126381,9
customer-2038249421,9
customer-17104122005,9
customer-431776420,9
customer-16913475905,9
customer-1320273930,9
customer-1361415431,9
customer-1424295840,9
customer-1428042171,9
customer-253818670,9
customer-466009390,9
customer-388094320,9
customer-1443523171,9
customer-65881323702,9
customer-2076278400,9
customer-263243800,9
customer-6297664505,9
customer-1477102451,9
customer-50876738002,9
customer-14298150,9
customer-1493696880,9
customer-458288710,9
customer-1500125181,9
customer-334415130,9
customer-1527525690,9
customer-48519605202,9
customer-272545591,9
customer-273892711,9
customer-652896900,9
customer-1562766131,9
customer-6575463605,9
customer-342631851,9
customer-674217010,9
customer-2835297,9
customer-617789421,9
customer-1567195221,9
customer-679063371,9
customer-388657501,9
customer-1567865641,9
customer-731177831,9
customer-1599502591,9
customer-66286684,9
customer-84994588002,9
customer-42801280,9
customer-573119770,9
customer-800059980,9
customer-11334244715,9
customer-806774966,9
customer-817781181,9
customer-21210002315,9
customer-81594687,9
customer-6960908115,9
customer-15614840025,9
customer-364013647,9
customer-822180272,9
customer-827917561,9
customer-830125466,9
customer-8994343,9
customer-840330760,9
customer-284486847,9
customer-840417970,9
customer-1627222970,9
customer-857470306,9
customer-87666038,9
customer-92470618,9
customer-536246786,9
customer-46630518002,9
customer-7566882715,9
customer-1805647,9
customer-940325671,9
customer-1090136900,9
customer-42222220602,9
customer-956426510,9
customer-127905836,9
customer-41714595305,9
customer-41714589205,9
customer-41645799215,9
customer-961048530,9
customer-41523164515,9
customer-41358573215,9
customer-980031371,9
customer-503253617,9
customer-983273116,9
customer-499290976,9
customer-9428789505,9
customer-9536101915,9
customer-992625280,9
customer-7882104515,9
customer-996328571,9
customer-1742917650,9
customer-43303048005,9
customer-157047201,9
customer-19330736515,9
customer-79037238002,9
customer-1746680471,9
customer-1790589300,9
customer-37610061605,9
customer-19100353305,9
customer-1066045280,9
customer-1076923810,9
customer-1088165460,9
customer-1828740550,9
customer-103942748,8
customer-90646684602,8
customer-90028230502,8
customer-376366461,8
customer-981100746,8
customer-20519329802,8
customer-62385112802,8
customer-41365860805,8
customer-87468736802,8
customer-404212621,8
customer-18334420515,8
customer-541737891,8
customer-916417296,8
customer-60663069502,8
customer-6426236715,8
customer-468760441,8
customer-22095853405,8
customer-18311651702,8
customer-1631248430,8
customer-1191421310,8
customer-22201160005,8
customer-47484625815,8
customer-1653004,8
customer-786643946,8
customer-34718414102,8
customer-448096931,8
customer-424106731,8
customer-19082442205,8
customer-76321315602,8
customer-23673311,8
customer-15892894802,8
customer-597582131,8
customer-176106190,8
customer-987423840,8
customer-24118137405,8
customer-90704889402,8
customer-24067150605,8
customer-65436486302,8
customer-951878180,8
customer-62606781,8
customer-1120307791,8
customer-494055827,8
customer-1922314170,8
customer-940422021,8
customer-985481966,8
customer-1275391251,8
customer-910740210,7
customer-66017094,7
customer-1727057351,7
customer-715314951,7
customer-16612968505,7
customer-11000272202,7
customer-36672383302,7
customer-23589284902,7
customer-65386789502,7
customer-40807199802,7
customer-56244934602,7
customer-621633181,7
customer-676307851,7
customer-73715745002,7
customer-6773639915,7
customer-175583880,7
customer-132157810,7
customer-6679617705,7
customer-959347211,7
customer-30551144602,7
customer-18011059715,7
customer-91573990902,7
customer-41715187805,7
customer-379031901,7
customer-1143645320,7
customer-1693151021,7
customer-10971661115,7
customer-37118285705,7
customer-478848807,7
customer-504813270,7
customer-71180035402,7
customer-17566561405,7
customer-91573770702,7
customer-949102776,7
customer-15344645805,7
customer-1297690451,7
customer-1670716570,7
customer-75689501102,7
customer-58445472402,7
customer-1048689671,7
customer-13756514615,7
customer-123621690,7
customer-934513711,7
customer-173624730,7
customer-184958650,7
customer-196184551,7
customer-524928940,7
customer-1034634246,7
customer-101014107,7
customer-66948407402,7
customer-98809071,7
customer-1411234091,7
customer-33352572815,7
customer-889499591,7
customer-90345828,7
customer-32861925415,7
customer-381265917,7
customer-39553263615,7
customer-39813873305,7
customer-21326599702,7
customer-579374841,7
customer-85310412402,7
customer-1102416386,7
customer-24371264205,7
customer-498601326,7
customer-1574400721,6
customer-12511160315,6
customer-12510412015,6
customer-12434841505,6
customer-12360079415,6
customer-12318634105,6
customer-401617447,6
customer-12263570315,6
customer-12185371515,6
customer-398652860,6
customer-12087000715,6
customer-12040590215,6
customer-397516261,6
customer-11741737015,6
customer-396946267,6
customer-396768126,6
customer-11341613715,6
customer-396707421,6
customer-394277050,6
customer-10962684715,6
customer-393870546,6
customer-10728348415,6
customer-10363302205,6
customer-10285400115,6
customer-393531951,6
customer-10096373715,6
customer-91385793402,6
customer-10078797615,6
customer-10007035005,6
customer-9946223215,6
customer-390862461,6
customer-9805285002,6
customer-390545200,6
customer-52501074802,6
customer-9802994015,6
customer-91454859602,6
customer-9766117005,6
customer-9761619615,6
customer-9651536905,6
customer-9566668215,6
customer-9424342402,6
customer-9375220915,6
customer-9373857405,6
customer-389222897,6
customer-9165587705,6
customer-7704867,6
customer-9126358015,6
customer-9091719515,6
customer-9057783502,6
customer-9053591805,6
customer-387496257,6
customer-9020015515,6
customer-8984276115,6
customer-386968406,6
customer-8928236015,6
customer-8782909515,6
customer-8717271205,6
customer-384229851,6
customer-8494867215,6
customer-54420002702,6
customer-8360233805,6
customer-383987807,6
customer-8342941005,6
customer-8304628105,6
customer-8286032115,6
customer-8278324702,6
customer-8194797615,6
customer-8182176805,6
customer-8044207805,6
customer-7933157605,6
customer-7923701715,6
customer-91555343802,6
customer-378935737,6
customer-91558975102,6
customer-7798062205,6
customer-7752474115,6
customer-7715455015,6
customer-589459,6
customer-7637421715,6
customer-7620134315,6
customer-370993937,6
customer-7608315505,6
customer-55615090602,6
customer-7372367805,6
customer-7215234105,6
customer-7195278705,6
customer-7153290705,6
customer-7150629402,6
customer-364457491,6
customer-7114450405,6
customer-6867829,6
customer-7074682005,6
customer-7053675905,6
customer-7031280605,6
customer-6913814002,6
customer-6874555015,6
customer-6826095805,6
customer-6821023005,6
customer-6820699505,6
customer-355723791,6
customer-6813981705,6
customer-353409056,6
customer-352558730,6
customer-352132366,6
customer-349696416,6
customer-6612080105,6
customer-6589211305,6
customer-6583710315,6
customer-6513514305,6
customer-6446503505,6
customer-6428213505,6
customer-6410764615,6
customer-339760106,6
customer-334701147,6
customer-333589777,6
customer-6356387915,6
customer-2089178711,6
customer-2088083391,6
customer-2085950591,6
customer-2079967560,6
customer-2072698531,6
customer-2069403900,6
customer-333123150,6
customer-332940536,6
customer-2065580201,6
customer-2064350941,6
customer-2058700001,6
customer-2056489251,6
customer-2043313891,6
customer-2043214851,6
customer-2029783501,6
customer-2022624051,6
customer-2021876801,6
customer-330895976,6
customer-2016370611,6
customer-2014805300,6
customer-325629941,6
customer-58707897102,6
customer-2002752261,6
customer-2002026981,6
customer-1997467670,6
customer-1990265990,6
customer-323353680,6
customer-1984022221,6
customer-1983568871,6
customer-1977263201,6
customer-1975732281,6
customer-58948778202,6
customer-319605186,6
customer-1965911490,6
customer-1962832431,6
customer-1960456190,6
customer-319470680,6
customer-59112353902,6
customer-1956788611,6
customer-1947999601,6
customer-1943021241,6
customer-1941114140,6
customer-316986697,6
customer-311575616,6
customer-1940645750,6
customer-310666630,6
customer-1932220691,6
customer-1920985581,6
customer-1914215791,6
customer-308819260,6
customer-308542726,6
customer-59920583202,6
customer-1902031641,6
customer-1895207670,6
customer-59964183502,6
customer-1892480761,6
customer-308098536,6
customer-1889140780,6
customer-307679210,6
customer-1888248491,6
customer-1884422730,6
customer-1880880290,6
customer-1875988420,6
customer-1862643370,6
customer-1844903671,6
customer-1836828911,6
customer-1833839780,6
customer-1823055411,6
customer-1812259741,6
customer-1811918550,6
customer-1803688701,6
customer-1772110861,6
customer-60792228902,6
customer-1767483850,6
customer-1767330271,6
customer-1765338880,6
customer-1757916581,6
customer-1749232391,6
customer-1743676101,6
customer-1742409461,6
customer-1732380021,6
customer-297076397,6
customer-1712747121,6
customer-1703074660,6
customer-1701340981,6
customer-1700242251,6
customer-1699781890,6
customer-1697907121,6
customer-1695654700,6
customer-292069910,6
customer-1693763561,6
customer-291142126,6
customer-1691453490,6
customer-1691283031,6
customer-1687157271,6
customer-1676253831,6
customer-291070850,6
customer-1674413150,6
customer-1671037851,6
customer-1664980871,6
customer-1661601951,6
customer-1658829870,6
customer-1650825520,6
customer-289448340,6
customer-289447490,6
customer-1640075470,6
customer-289217990,6
customer-1627061051,6
customer-283454677,6
customer-1626359731,6
customer-280874000,6
customer-1622413280,6
customer-1617742160,6
customer-1616764731,6
customer-1615992691,6
customer-1615933750,6
customer-1612539341,6
customer-1612016071,6
customer-278421106,6
customer-1608221911,6
customer-1605706851,6
customer-1604860791,6
customer-1596070430,6
customer-1584022891,6
customer-401807411,6
customer-1572111141,6
customer-275808090,6
customer-1569384520,6
customer-1568275761,6
customer-1555910141,6
customer-1550290460,6
customer-1547529610,6
customer-1538010351,6
customer-1525238460,6
customer-1522079911,6
customer-1520133431,6
customer-1509627690,6
customer-1504649791,6
customer-1503105870,6
customer-271835606,6
customer-1498092510,6
customer-65064266502,6
customer-269751057,6
customer-1487885001,6
customer-65295210602,6
customer-269386007,6
customer-1472616921,6
customer-1467867361,6
customer-1467713991,6
customer-257842341,6
customer-1454654400,6
customer-1447063701,6
customer-256605356,6
customer-1445220521,6
customer-1442138391,6
customer-1440381031,6
customer-1436635220,6
customer-255758986,6
customer-1436481051,6
customer-1435784661,6
customer-251401861,6
customer-1432565251,6
customer-251142746,6
customer-1432268171,6
customer-250898746,6
customer-1424429631,6
customer-250542750,6
customer-1412520960,6
customer-249204467,6
customer-1410201011,6
customer-1404345321,6
customer-1403069611,6
customer-1401231071,6
customer-1395640470,6
customer-1391042781,6
customer-1387539450,6
customer-1378209390,6
customer-237668457,6
customer-67333434902,6
customer-1340147620,6
customer-1337714911,6
customer-237644600,6
customer-234388230,6
customer-1336848761,6
customer-1334927501,6
customer-233537830,6
customer-1331678831,6
customer-229117946,6
customer-1323870810,6
customer-1321493250,6
customer-1320668771,6
customer-1310417021,6
customer-1305286761,6
customer-1303218500,6
customer-1301036840,6
customer-1299659491,6
customer-228380150,6
customer-1286542121,6
customer-228195901,6
customer-1278857980,6
customer-1276320761,6
customer-1273771220,6
customer-224963910,6
customer-1264983341,6
customer-1261179860,6
customer-1249121660,6
customer-1247914461,6
customer-1245826301,6
customer-1238059071,6
customer-1226008421,6
customer-5064717,6
customer-1225194791,6
customer-72147611502,6
customer-1220527221,6
customer-1211822421,6
customer-1210881620,6
customer-216713021,6
customer-215933101,6
customer-1207986181,6
customer-215787110,6
customer-1204131616,6
customer-1199843106,6
customer-1198594431,6
customer-213655997,6
customer-1197667256,6
customer-1197332071,6
customer-91577385202,6
customer-1193677641,6
customer-1192733510,6
customer-1191368956,6
customer-1188595250,6
customer-204665416,6
customer-1184865826,6
customer-1183057076,6
customer-204484280,6
customer-1182764746,6
customer-1181776251,6
customer-91577467902,6
customer-199531690,6
customer-1170652640,6
customer-1168486261,6
customer-1167300331,6
customer-1167220841,6
customer-198339790,6
customer-1165730436,6
customer-1164753501,6
customer-1163830220,6
customer-1163477851,6
customer-193691120,6
customer-1160210760,6
customer-1156808941,6
customer-192845141,6
customer-1155281661,6
customer-1155146476,6
customer-1152497191,6
customer-191561110,6
customer-1145397190,6
customer-1144358866,6
customer-1143493221,6
customer-190812967,6
customer-1143328781,6
customer-1139434241,6
customer-189267591,6
customer-76232958602,6
customer-1128959490,6
customer-1126740636,6
customer-1125053756,6
customer-1121886311,6
customer-186896426,6
customer-1121456170,6
customer-1120866060,6
customer-1119489166,6
customer-1118577020,6
customer-1118425261,6
customer-1115378861,6
customer-1114499026,6
customer-1110253981,6
customer-1107340760,6
customer-1106409196,6
customer-179092596,6
customer-1101705080,6
customer-1097069491,6
customer-1094564781,6
customer-1089925200,6
customer-1088973550,6
customer-1082367670,6
customer-170226266,6
customer-168142866,6
customer-1075649170,6
customer-1072466060,6
customer-1071402461,6
customer-1066683771,6
customer-167488177,6
customer-1061255856,6
customer-78572786102,6
customer-1057586161,6
customer-1056984400,6
customer-1052877680,6
customer-1050395756,6
customer-1050126250,6
customer-161848811,6
customer-159659317,6
customer-1044544411,6
customer-1044517820,6
customer-79086388302,6
customer-158793717,6
customer-1041561290,6
customer-1038010431,6
customer-1035998691,6
customer-1031450601,6
customer-1025957120,6
customer-1025412291,6
customer-1019714296,6
customer-1014090986,6
customer-155832646,6
customer-154461700,6
customer-152007280,6
customer-1009938510,6
customer-1009439756,6
customer-1008409096,6
customer-1008010951,6
customer-1007787381,6
customer-1006987490,6
customer-996313256,6
customer-149267297,6
customer-149131027,6
customer-147970800,6
customer-992613140,6
customer-991442720,6
customer-146136137,6
customer-138406687,6
customer-985092961,6
customer-134594570,6
customer-976891021,6
customer-80259552702,6
customer-974090601,6
customer-131848386,6
customer-968101800,6
customer-967484600,6
customer-965940831,6
customer-965628991,6
customer-957517961,6
customer-957203191,6
customer-957192831,6
customer-957133751,6
customer-130900641,6
customer-128844621,6
customer-126757557,6
customer-80773178702,6
customer-954733771,6
customer-80809813302,6
customer-949350740,6
customer-940749861,6
customer-81130018602,6
customer-938570720,6
customer-122075136,6
customer-934636561,6
customer-119016230,6
customer-929633346,6
customer-116924796,6
customer-928333746,6
customer-926839886,6
customer-924770576,6
customer-111528217,6
customer-922594190,6
customer-922206680,6
customer-108863860,6
customer-914528650,6
customer-912535131,6
customer-81645736302,6
customer-912140040,6
customer-911578401,6
customer-910108766,6
customer-909794031,6
customer-908690301,6
customer-101510997,6
customer-907579186,6
customer-907349331,6
customer-907259351,6
customer-82052938402,6
customer-906589406,6
customer-904285890,6
customer-899509300,6
customer-897761701,6
customer-99688238,6
customer-889510296,6
customer-97416692,6
customer-889125581,6
customer-94741980,6
customer-93456931,6
customer-92661288,6
customer-888643991,6
customer-886883411,6
customer-883090391,6
customer-879874776,6
customer-878231430,6
customer-89104897,6
customer-875470161,6
customer-88080690,6
customer-875098446,6
customer-873536750,6
customer-868866620,6
customer-866087386,6
customer-865927826,6
customer-863435881,6
customer-863433066,6
customer-859214970,6
customer-83174141402,6
customer-85865764,6
customer-851835791,6
customer-850598076,6
customer-846718266,6
customer-846181460,6
customer-845550020,6
customer-85180911,6
customer-84951958,6
customer-4517865,6
customer-84276496,6
customer-84071020,6
customer-839690461,6
customer-82978091,6
customer-838471976,6
customer-837705091,6
customer-828280746,6
customer-83630674702,6
customer-517335,6
customer-819164481,6
customer-818685496,6
customer-80189036,6
customer-818555550,6
customer-78059488,6
customer-815406510,6
customer-814807101,6
customer-812648966,6
customer-76905091,6
customer-810519360,6
customer-76777591,6
customer-809852850,6
customer-809783090,6
customer-809768860,6
customer-809099806,6
customer-76330760,6
customer-84564416502,6
customer-72684714,6
customer-805772190,6
customer-70852381,6
customer-800094346,6
customer-793741891,6
customer-84904441402,6
customer-787937881,6
customer-787497916,6
customer-784352176,6
customer-783271456,6
customer-780333366,6
customer-779681306,6
customer-779169156,6
customer-67770847,6
customer-777884876,6
customer-777657361,6
customer-777168990,6
customer-776598746,6
customer-773985566,6
customer-766446321,6
customer-761786281,6
customer-759023390,6
customer-754313846,6
customer-67258568,6
customer-754269041,6
customer-752908426,6
customer-752334540,6
customer-751222976,6
customer-744937151,6
customer-67209956,6
customer-740311786,6
customer-66745190,6
customer-740269096,6
customer-738907726,6
customer-738141541,6
customer-732397991,6
customer-729348811,6
customer-65746026,6
customer-728697490,6
customer-727713456,6
customer-727393216,6
customer-723665421,6
customer-64171454,6
customer-719076670,6
customer-61516878,6
customer-712970140,6
customer-711007706,6
customer-710009760,6
customer-705296120,6
customer-703425070,6
customer-698405636,6
customer-696781531,6
customer-694967761,6
customer-692450446,6
customer-688297100,6
customer-686077621,6
customer-685181050,6
customer-683075290,6
customer-681295211,6
customer-679074806,6
customer-61068097,6
customer-671208056,6
customer-671102106,6
customer-670009360,6
customer-669581556,6
customer-665725650,6
customer-665455230,6
customer-56125150,6
customer-659142730,6
customer-657484190,6
customer-657373786,6
customer-88188573402,6
customer-656975830,6
customer-656774436,6
customer-656196881,6
customer-655938766,6
customer-654703766,6
customer-653900250,6
customer-651246121,6
customer-645067730,6
customer-642886600,6
customer-642265651,6
customer-640052211,6
customer-639820501,6
customer-638813970,6
customer-638358760,6
customer-637917521,6
customer-636733620,6
customer-635732603,6
customer-632910011,6
customer-624012890,6
customer-621821560,6
customer-614093601,6
customer-53485750,6
customer-51584090,6
customer-89016237402,6
customer-605709590,6
customer-89027964902,6
customer-601186200,6
customer-89122901602,6
customer-600021200,6
customer-594135681,6
customer-51266091,6
customer-587423371,6
customer-583852851,6
customer-40340341,6
customer-646211,6
customer-569707341,6
customer-565561181,6
customer-565221431,6
customer-564532601,6
customer-560096051,6
customer-89666145802,6
customer-557759661,6
customer-552161140,6
customer-551977091,6
customer-550244660,6
customer-548852661,6
customer-548351710,6
customer-547077790,6
customer-29690941,6
customer-540643110,6
customer-536319921,6
customer-534785481,6
customer-29353034,6
customer-532690231,6
customer-531307896,6
customer-527840601,6
customer-522514021,6
customer-90139722202,6
customer-520059140,6
customer-519283840,6
customer-28714402,6
customer-510970511,6
customer-510235850,6
customer-507915720,6
customer-27094226,6
customer-506365857,6
customer-42556492702,6
customer-504881170,6
customer-42068407002,6
customer-42007879305,6
customer-42705625505,6
customer-42784452805,6
customer-22548042,6
customer-40383882205,6
customer-40093055605,6
customer-39951346402,6
customer-39888149815,6
customer-39744662405,6
customer-39263258805,6
customer-39108368305,6
customer-39057913805,6
customer-38745429115,6
customer-43346740202,6
customer-43349683202,6
customer-38652499602,6
customer-38491385705,6
customer-37975828115,6
customer-497637336,6
customer-497127101,6
customer-37640776002,6
customer-21274634,6
customer-37582477505,6
customer-37534691505,6
customer-37343448205,6
customer-37058874005,6
customer-37041060205,6
customer-36915631815,6
customer-36129286005,6
customer-489206637,6
customer-35630433505,6
customer-18540091,6
customer-488853926,6
customer-35489007812,6
customer-35391869305,6
customer-488489181,6
customer-35274181605,6
customer-487133031,6
customer-35016376705,6
customer-34961371915,6
customer-18032071,6
customer-485546727,6
customer-484056050,6
customer-32329897105,6
customer-32325531015,6
customer-31925046915,6
customer-31622523915,6
customer-481671860,6
customer-31150928015,6
customer-480779787,6
customer-17897371,6
customer-29377605015,6
customer-29269247915,6
customer-480483660,6
customer-28875558715,6
customer-28733652615,6
customer-28505416902,6
customer-28092065515,6
customer-477069311,6
customer-469715810,6
customer-27852440305,6
customer-27662612315,6
customer-27567824615,6
customer-27494080315,6
customer-468442947,6
customer-27284894415,6
customer-27172708102,6
customer-16629498,6
customer-26930716815,6
customer-26628981915,6
customer-26461867105,6
customer-466321286,6
customer-25184860515,6
customer-24816654902,6
customer-463953240,6
customer-463881956,6
customer-24603035115,6
customer-45627968005,6
customer-24362413815,6
customer-24201995115,6
customer-461860760,6
customer-23719837605,6
customer-23223680205,6
customer-23101782605,6
customer-22966311315,6
customer-22848590705,6
customer-22566588915,6
customer-458057963,6
customer-22395875705,6
customer-456985660,6
customer-455738721,6
customer-22133808902,6
customer-21995534415,6
customer-21850165105,6
customer-21787436605,6
customer-21761959915,6
customer-9890790,6
customer-455474606,6
customer-21459747615,6
customer-21446790802,6
customer-21347058205,6
customer-454991390,6
customer-46480117602,6
customer-454631277,6
customer-452924740,6
customer-21089068115,6
customer-20670704305,6
customer-451753441,6
customer-20274197115,6
customer-20213791502,6
customer-20208837505,6
customer-20112837502,6
customer-445330487,6
customer-19929353505,6
customer-19929260415,6
customer-19912276505,6
customer-46909637302,6
customer-19585897205,6
customer-441945230,6
customer-19427525215,6
customer-19381923405,6
customer-436472867,6
customer-47198726105,6
customer-47274125002,6
customer-19109028115,6
customer-434827831,6
customer-434631471,6
customer-18771146415,6
customer-18570779515,6
customer-8977429,6
customer-18186458005,6
customer-18104181805,6
customer-17977886902,6
customer-17904705915,6
customer-17359663505,6
customer-432352930,6
customer-430399520,6
customer-428183461,6
customer-16897521602,6
customer-16782650215,6
customer-426562572,6
customer-16493941405,6
customer-16324600515,6
customer-16104131805,6
customer-15708225105,6
customer-15705764605,6
customer-15699278305,6
customer-15533625215,6
customer-48955045302,6
customer-426266251,6
customer-15135792105,6
customer-15034481915,6
customer-14868457805,6
customer-14861536905,6
customer-14778876802,6
customer-421850490,6
customer-14626867115,6
customer-420916696,6
customer-14509257205,6
customer-14366316105,6
customer-14234672305,6
customer-14229449605,6
customer-14221240105,6
customer-413311091,6
customer-13871080815,6
customer-13782210815,6
customer-13653250305,6
customer-13425023412,6
customer-13382176005,6
customer-50407150902,6
customer-13154829805,6
customer-13064141705,6
customer-13049372205,6
customer-12747009615,6
customer-12693057605,6
customer-12625856705,6
customer-12615451305,6
customer-12530972615,6
customer-28247039002,5
customer-7665718205,5
customer-404817882,5
customer-1242988281,5
customer-1233668491,5
customer-310502227,5
customer-1220818421,5
customer-29840423902,5
customer-1201037190,5
customer-30791916515,5
customer-11687180515,5
customer-59845153802,5
customer-7571916015,5
customer-1193185936,5
customer-1190424551,5
customer-31176877315,5
customer-1185275411,5
customer-31369743302,5
customer-44643239405,5
customer-398452827,5
customer-1167273871,5
customer-1164919436,5
customer-15372459415,5
customer-1850655590,5
customer-33869232602,5
customer-7151521615,5
customer-15386607705,5
customer-1152964462,5
customer-192234167,5
customer-33888621302,5
customer-34416305915,5
customer-75794219002,5
customer-34639342315,5
customer-76022267502,5
customer-364152630,5
customer-10122695205,5
customer-15646337605,5
customer-48773459205,5
customer-362106926,5
customer-91573904602,5
customer-489701817,5
customer-77224216402,5
customer-303304440,5
customer-179923650,5
customer-19335195702,5
customer-6923822415,5
customer-415172757,5
customer-1088233326,5
customer-442194601,5
customer-1077517631,5
customer-361001851,5
customer-1730421180,5
customer-1728485901,5
customer-1067887761,5
customer-497081106,5
customer-16107662602,5
customer-43577426805,5
customer-6858580105,5
customer-11503232102,5
customer-158881171,5
customer-14418584215,5
customer-38047296015,5
customer-79043277102,5
customer-1042852300,5
customer-38371780602,5
customer-12142707515,5
customer-1035614890,5
customer-442683051,5
customer-16225346115,5
customer-53812269802,5
customer-1010071731,5
customer-10075262205,5
customer-19998186802,5
customer-347307180,5
customer-150833456,5
customer-39621318605,5
customer-39934685315,5
customer-993646940,5
customer-43101347812,5
customer-6706165715,5
customer-1656310251,5
customer-1517438,5
customer-1653640801,5
customer-40811021402,5
customer-6664765315,5
customer-41485404105,5
customer-20347241105,5
customer-973800851,5
customer-969768261,5
customer-969368450,5
customer-967576986,5
customer-91574280702,5
customer-504315777,5
customer-959231506,5
customer-504491467,5
customer-1633911540,5
customer-6363383,5
customer-957003521,5
customer-41742496405,5
customer-8845109915,5
customer-952578291,5
customer-80810097102,5
customer-1622781210,5
customer-42430035902,5
customer-947145706,5
customer-42569654105,5
customer-14547775605,5
customer-6556436915,5
customer-516214700,5
customer-933361320,5
customer-8736493305,5
customer-385036206,5
customer-518612990,5
customer-16392210715,5
customer-1611934511,5
customer-1611773030,5
customer-454170851,5
customer-6361350515,5
customer-5925311,5
customer-91584254702,5
customer-1594114720,5
customer-90003072402,5
customer-527846140,5
customer-16703879805,5
customer-100223207,5
customer-900452860,5
customer-275215181,5
customer-11821374,5
customer-542111781,5
customer-1555127940,5
customer-91390820802,5
customer-90813311,5
customer-543954791,5
customer-57430846202,5
customer-1512911020,5
customer-83038660802,5
customer-1506344211,5
customer-849719601,5
customer-2066075471,5
customer-1502234670,5
customer-83332225502,5
customer-1497653540,5
customer-57605784502,5
customer-1493950561,5
customer-23347362505,5
customer-1491148091,5
customer-9875162805,5
customer-14945671705,5
customer-551901766,5
customer-821494176,5
customer-558055193,5
customer-80263916,5
customer-560502431,5
customer-15703734,5
customer-818354316,5
customer-562247116,5
customer-24297599015,5
customer-462954917,5
customer-76425694,5
customer-2056631510,5
customer-76384270,5
customer-331163301,5
customer-1464594191,5
customer-2053448110,5
customer-89600601202,5
customer-16808303115,5
customer-13288795415,5
customer-802077561,5
